"I am tentatively scheduled for a laser trabeculoplasty procedure on both eyes because of minor damage due to glaucoma. I am a 74-year-old man, with spasmotic tortacolis. Will my uncontrollable head tremors increase the chances of an unsuccessful outcome? In your opinion is it even a good idea for me to proceed with this eye surgery, or would eye drops be a better option for me?","As long as head positioning in the slit lamp is possible, I don’t think spasmotic tortacolis should be an issue. If you are uncomfortable, the procedure can be safely paused for a few minutes. If you do experience some spasms in your neck muscles, a bit of gentle support from behind usually provides superb stabilization and safety. And because you may have difficulty tilting your head to apply medication, laser trabeculoplasty may even be more effective than drops."
Does an ophthalmologist perform the same tests for glaucoma and myasthenia gravis?,There is no overlap in testing for glaucoma and myasthenia gravis. Glaucoma is a disease related to intraocular pressure and the ensuing damage to the optic nerve in the back of the eye. Myasthenia gravis is a disease that can affect the muscles controlling the eyes and eyelid movement. These are different diseases that require different testing.
What are the risks involved in having a cornea transplant for a person who has had extensive glaucoma surgery in past years?,"Glaucoma and previous glaucoma surgery increases risk for corneal transplantation for a number of reasons. History of glaucoma surgery can increase the rate of transplant failure of up to 50 percent and one of the top causes of transplant failure is uncontrolled intraocular eye pressure. First, any hardware in the front of the eye, such as glaucoma valves (tiny implants that help treat glaucoma), can damage the corneal endothelium (innermost layer of the cornea, the front clear window of the eye) with each blink of the eye if they are positioned close to the cornea. Even if the valves are not closely placed to the back of the cornea, the flow of the fluid inside the eye is altered and that can also produce damage and cause the transplant to fail. Having hardware in the eye also may make partial thickness corneal transplantation (DSAEK or DMEK) challenging to perform and cause the graft (the normal tissue that replaces the diseased cornea) to not attach to the rest of the cornea. In addition, corneal transplantation makes glaucoma much more difficult to control. Corneal transplant patients are often on a high dose of topical steroids which can increase eye pressure. After transplant surgery, there is a substantial amount of inflammation and scarring of the fluid drainage canals tissue inside of the eye which can alter the eye's natural ability to regulate eye pressure. Even though glaucoma and glaucoma surgery increases risk for corneal transplantation, often patients need treatment for both of these conditions as the only way to rehabilitate vision."
Can you tell me what treatment is recommended for pseudoexfoliation glaucoma? Is there anything a patient can do to help the situation?,"Similar to other types of glaucoma, the goal with pseudoexfoliation glaucoma (when flaky dandruff-like deposits inside the eye block fluid from leaving the eye, causing pressure to rise) is to reduce eye pressure to prevent additional damage to the optic nerve. Typically, we first try topical eye drops to reduce eye pressure. Patients with pseudoexfoliation glaucoma that is mild to moderate also tend to respond particularly well to selective laser trabeculoplasty, which is a low-risk, in-office procedure. There are also some minimally invasive glaucoma surgery options for mild to moderate pseudoexfoliation glaucoma, such as iStent, trabectome, or endoscopic cyclophotocoagulation. If the glaucoma is more advanced or the patient needs significant eye pressure lowering, more traditional glaucoma surgery such as trabeculectomy or aqueous shunt implant is recommended. The best thing a patient with pseudoexfoliation glaucoma can do is to live a generally healthy lifestyle with good diet and exercise, be diligent about following their ophthalmologist's instructions for using medications, and returning for regular follow-up with their ophthalmologist so any changes in the glaucoma or eye pressure can be noted right away. Finally, it is important to note that some patients with pseudoexfoliation also have narrow angles (when the colored part of your eye is pushed too far forward), which can put you at risk for angle closure attacks of elevated eye pressure. Everyone with pseudoexfoliation should be evaluated by their ophthalmologist for narrow angle."
Can I take benzodiazepines (sedatives) if I suffer from glaucoma?,"Benzodiazepines can dilate the pupil, so it is conceivable that they could cause problems in a patient with narrow-angle glaucoma. For patients with open-angle glaucoma, the use of benzodiazepines should not present a problem. Please check with your ophthalmologist if you are unsure what type of glaucoma you have."
Is it safe for a person who takes eye drops for glaucoma to use nasal sprays such as Nasacort?,"Nasacort is a steroid and it is certainly possible to have steroid-associated intraocular pressure elevations from nasal steroids. Fortunately, most patients will not have an associated pressure rise. However, whenever a nasal steroid is introduced in a patient with glaucoma, or at higher risk for developing glaucoma, monitoring by an ophthalmologist is warranted."
Does pigment dispersion syndrome cause any other problems aside from glaucoma?,"Pigment dispersion syndrome (when tiny bits of pigment peel off from the iris and raise pressure inside the eye) is associated with moderate nearsightedness, but it has not been shown to cause any other conditions."
I’ve had nummular keratitis for three years and am wondering how long it persists. I can't stop prednisolone because it recurs. I’m a steroid responder and now I have cataract as well. What other options do I have?,"Nummular keratitis describes a pattern of corneal inflammation that is usually caused by a virus like varicella zoster, which causes chicken pox/shingles, or adenovirus, which causes conjunctivitis (pink eye). The treatment is steroid eye drops, but occasionally it can be difficult to taper them off without the inflammation coming back. Sometimes this is due to the steroids being tapered too early or too quickly. In these cases, I prefer not to start the steroid taper until a few weeks after I feel the inflammation is completely resolved. With each recurrence, I also extend the steroid a bit longer, sometimes waiting a few weeks before tapering to the next step. Once someone is down to one steroid drop a day, I may further taper the steroid to every other day, every third day, or every week. If a patient is taking a strong steroid such as difluprenate, I always switch to a weaker strength steroid before stopping. If all of these strategies do not work, I have also tried another anti-inflammatory drop cyclosporin off-label with occasional success. However, even if you need to stay on steroids for successful treatment, that is okay. Inflammation control is always the first priority. Steroids can cause the eye pressure to go up and can also cause cataracts. But elevated eye pressure can be treated, and cataracts can be removed, but inadequately controlled inflammation can lead to more significant consequences."
"I have Raynaud's (when blood circulation to hands/feet is intermittently interrupted) and take amlodipine but only in the winter. Since Raynaud's and glaucoma are both caused by disorders of the capillaries, would taking the amlodipine year-round also help my glaucoma? Also, is there a higher risk of glaucoma for people who have Raynaud's?","Raynaud’s syndrome affects one’s peripheral circulation and some think that this could affect the blood flow to your optic nerve. The subject of blood flow is an active area of investigation, but some studies suggest that Raynaud’s is associated with glaucoma, and in particular, with a type of glaucoma (called normal tension glaucoma) where the pressures remain in the normal range. I would, however, be very cautious about using the amlodipine for your glaucoma. This too has been studied, and not only are there no clear benefits to using amlodipine, there are situations where lowering one’s blood pressure can limit the blood flow to the optic nerve and cause progressive glaucoma. Be sure to talk with your doctor before altering the prescribed usage of amlodipine or any other medication."
"Does caffeine affect glaucoma, and should I limit my intake?","There may be a small effect of increased intraocular pressure with caffeine consumption. However, there is no evidence that this effect is clinically significant. I would say go ahead and enjoy your coffee, tea or energy drink—always with an “eye” toward reasonable moderation, as in all things."
"Does cannabidiol oil lower or raise eye pressure? I have read both. If I am taking Lumigan for glaucoma already, will CBD oil hurt or help me? I want to take CBD for stress and anxiety, but not at the expense of my eyes.","UPDATE: A study released in late 2018 shows CBD may raise intraocular pressure and make glacuoma worse. The original answer continues, below. Oct. 23, 2017: We’ve known since the 1970s that smoking marijuana lowers intraocular pressure. The effect is relatively short-acting and not as potent as other FDA-approved pressure lowering medications. Most of the studies since that time have focused on the cannabinoid, ∆-9-tetrahydrocannabinol (Delta-9-THC), which does lower intraocular pressure, but is the main psychoactive constituent of cannabis. Cannabidiol (CBD) oil has been less rigorously studied, and most of that data is in animal models. So, the best answer I can give you is that it is hard to say. I have not read anything to suggest that CBD oil will alter the effectiveness of Lumigan, but I don’t think it is unreasonable to try it. If you do find that the CBD oil is useful for stress and anxiety, then I would carefully follow you for several months to determine if usage is accompanied by deleterious effects on your intraocular pressure (or otherwise)."
I am aregistered nurse and aromatherapist. A client has asked me if there are essential oils used to treat glaucoma (hers is chronic narrow-angle). I wanted to tell her that essential oils can’t treat this type of underlying disease—isn’t that correct?,I don’t know of any data supporting the use of essential oils to treat glaucoma. Please urge your client to see an ophthalmologist to treat their glaucoma.
"I have glaucoma only in my left eye—my right eye is perfect. Two days ago, I accidentally put my glaucoma medication, Dorzox, in my right eye—is that OK?","It should be no problem at all. It isn’t an oversight you’d like to have happen regularly, but a single dose to the unaffected eye shouldn’t cause any issues."
I am experiencing severe dizziness after being changed to Combigan eye drops twice a day. Is this a side effect of this medication?,This can be a side effect of either or both of the components of Combigan. Please let the prescribing ophthalmologist know of your symptoms. He or she may consider replacing Combigan with an alternate treatment.
I am aregistered nurse and aromatherapist. A client has asked me if there are essential oils used to treat glaucoma (hers is chronic narrow-angle). I wanted to tell her that essential oils can’t treat this type of underlying disease—isn’t that correct?,I don’t know of any data supporting the use of essential oils to treat glaucoma. Please urge your client to see an ophthalmologist to treat their glaucoma.
"Can cataract surgery be a successful treatment for early-stage narrow angle glaucoma instead of iridotomy? If pressure in both eyes are high normal, could the thinner lens improve fluid outflow?","Cataract surgery will deepen the anterior chamber and usually relieve the narrow angle issues. This thinner lens has nothing to do with outflow, but if the removal of the cataract reopens the trabecular meshwork for outflow, the pressure should improve. Sometimes there are permanent changes to outflow that still may require medication and/or surgery."
"If I have been told I have pigment dispersion syndrome, can wearing contacts cause this to progress or add to the problem?","Pigment dispersion happens when increased amounts of pigment (the material that gives the eye’s iris its color) circulate abnormally in other parts of the eye. This is usually harmless but occasionally associated with elevated internal eye pressure and blurry vision after vigorous exercise. Most people who have this issue are myopic (nearsighted) and contact lenses are often used to correct the vision with good success. There is no relationship between wearing contact lenses and any aspect of pigment dispersion, so you may wear contact lenses in this condition without worry."
Will cataract surgery reduce IOP for narrow angle glaucoma patients?,"If there is high pressure prior to surgery, this often must be taken care of prior to cataract surgery. In most cases the high pressure of narrow angle glaucoma is related to the aging and increasing size of your cataract, which is the lens of your eye that has gotten cloudier. Once the lens or cataract is removed, the front chamber of the eye should no longer be narrow. Many patients with this issue have better pressures after cataract surgery and may get off drops they were taking for the pressure caused by the crowded front chamber of the eye."
"I have pigment dispersion syndrome (or PDS, when pigment cells detach from the iris and float inside the eye) and was told that I’m not a good candidate for LASIK. Do I have any other options or will I be stuck in glasses/contacts forever?","Pigment dispersion should not be a problem with LASIK, but there is a higher incidence of glaucoma in such patients. If that is the concern, PRK (photorefractive keratotomy, another type of refractive surgery) may be the solution, as it puts no extra pressure on the eye."
Would salt in my diet increase my eye pressure?,"Only indirectly. High salt intake will increase your blood pressure. Since the aqueous humor that determines intraocular pressure empties into the blood vessels, it is possible for temporary increases in blood pressure to also increase your eye pressure."
My husband has glaucoma and is developing cataracts. He’s had iridotomies performed to help control the glaucoma about 15 years ago. Will this interfere with the cataract surgery?,The iridotomies themselves do not interfere with cataract surgery.
Can injectable testosterone elevate eye pressure?,"Although there are no known published reports in the peer reviewed journals of elevated IOP associated with testosterone injections, this potential side effect has been listed in the FDA’s prescribing information for testosterone. The American Academy of Ophthalmology recommends that anyone who has not had a complete baseline exam by 40 years of age should do so, or if there are any new signs or symptoms they should obtain an exam as soon as possible. Initiation of testosterone treatment further reinforces the need to obtain a timely baseline ophthalmic examination by an ophthalmologist."
"As a glaucoma patient, is it possible to undergo cataract surgery?","While glaucoma can present at any age, the most common forms of glaucoma are associated with aging. Likewise, cataract, which is a clouding of the eye's natural lens, is most often associated with aging. Therefore, many patients who have glaucoma will develop cataracts and benefit from cataract surgery. A patient may decide to undergo cataract surgery when the cataract interferes with their vision and begins affecting normal daily activities. This is different for everyone depending upon what they do daily and there is no set point where a cataract becomes ""ripe"" and ready for surgery. Therefore, not only is it possible for a glaucoma patient to need and undergo cataract surgery, it is quite common for this to occur. In the overwhelming majority of cases, cataract surgery will improve the vision substantially. However, as with any surgery there are risks inherent to cataract surgery and some of these risks may be increased if you have glaucoma. It is important to discuss these risks and the benefits of the surgery with your ophthalmologist."
I have a higher than normal optic disc C/D ratio (a measurement of the optic disc in the back of the eye that helps ophthalmologists assess glaucoma risks and development). Would having LASIK or SMILE (refractive surgery to reduce dependence on glasses) possibly make it difficult for an ophthalmologist to detect glaucoma in my eyes in the future?,"If you do not have glaucoma at this time, there really should be no increased risk to the surgery itself. There are established methods for calculating eye pressure after LASIK surgery. However, glaucoma today is mostly diagnosed with visual field testing and imaging of the nerve fiber layer of the back of the eye which are unchanged by these refractive surgery procedures."
Can I use brimodine and azopt eyedrops after my eyes are dilated?,There should be no problem using your glaucoma drops after your eyes are dilated.
Is it safe to have blepharoplasty if you have narrow angles? Intraocular pressures are low.,"Yes. Narrow angle glaucoma, or glaucoma in general, is not a contraindication to blepharoplasty surgery."
"My optometrist referred me to an ophthalmologist who I’ll be seeing in three months. She wanted me to be checked for glaucoma. She said she didn't think I had it yet, but was approaching the margins of normal ""range"" and should be seen earlier rather than later, which seems like good sense to me. But I am an avid practitioner of yoga. Some people say you shouldn't do any kinds of inversions if you have glaucoma. Is it OK to keep practicing normally for the three months until I see the doctor?","No. Inverted yoga positions in a person with glaucoma can cause your intraocular pressure to go up, and this higher intraocular pressure can cause permanent and irreversible loss of vision. Inversions are any position where your head is below your body—not just headstands, but also standard positions like bridge pose and downward dog. And really, why wait three months for consultation? Go for the consultation now. Better to call the ophthalmologist and find out if you have glaucoma and whether you need treatment. Glaucoma has no symptoms. In most cases, you don't have blurred vision or feel eye pressure or realize that you are losing vision. Early diagnosis and treatment with eye drops prevents loss of vision."
I have been diagnosed with narrow angle glaucoma and it has been suggested I have laser iridotomy. With this type of eye condition would I be able to have LASIK eye correction?,"Narrow angle glaucoma, if untreated can lead to a sudden attack of acute-angle glaucoma associated with elevated intraocular pressure and pain. Acute-angle glaucoma is an ocular emergency. If not treated in a timely manner, it can lead to some permanent vision loss. It is very important that if your ophthalmologist has recommended iridotomy that you follow up on the recommendation soon. LASIK is a different kind of laser surgery that involves reshaping the cornea, located at the front of the eye, to reduce dependence on contact lenses or glasses to see. In general, the factors that would lead to iridotomy or lead to LASIK are independent of each other and quite different. Often, these scenarios can be more complex. For example, some patients who present with narrow angles may also have cataracts. In that case, rather than LASIK, cataract removal surgery might better address that situation. Each eye is unique. You should speak to your ophthalmologist to have a better understanding of the risks and benefits of any eye procedure. An ophthalmologist can present your options and explain the best intervention for you."
I have open-angle glaucoma. Can I take seasickness tablets without any adverse reactions?,"If you have open-angle glaucoma, there should be no problem taking medications to prevent seasickness. These medications only present an issue if you have narrow angles (angle closure glaucoma or narrow angle glaucoma, when the iris blocks fluid from leaving the eye) and are at heightened risk of angle closure."
